probe_id	chromosome	probe_location	gene_id
cg00751288	5	130506785	LOC90624
cg00754253	11	63259187	HRASLS5
cg00754617	19	49109288	SPACA4
cg00755043	9	91150159	C9orf121
cg00755709	9	104147631	BAAT
cg00756058	13	96296844	DZIP1
cg00756887	1	161059654	PVRL4
cg00757070	11	118827082	UPK2
cg00757952	22	27014415	CRYBB1
cg00761755	17	1531579	SLC43A2
cg00762512	4	39460606	LIAS
cg00763679	2	242254198	SEPT2
cg00763889	11	63330544	HRASLS2
cg00766729	19	56136136	LOC147808
cg00766889	10	13390384	SEPHS1
cg00767581	2	177015125	HOXD4
cg00768439	X	92928711	NAP1L3
cg00769470	20	207338	DEFB129
cg00769520	12	22488465	ST8SIA1
cg00770279	19	10679308	CDKN2D
cg00770871	12	2999840	TULP3
cg00772000	6	18123049	NHLRC1
cg00775197	6	44265054	MGC33600
cg00777121	3	50378191	RASSF1
cg00777555	3	57583074	ARF4
cg00778920	11	60674370	PRPF19
cg00779924	10	8094641	FLJ45983
cg00782174	19	47291626	SLC1A5
cg00782854	20	30310858	BCL2L1
cg00783759	4	128983441	LARP2
cg00784357	7	6413877	RAC1
cg00791249	19	10426722	MGC19604
cg00792687	8	33370099	C8orf41
cg00792740	15	25684488	UBE3A
cg00792849	15	35046610	CX36
cg00793648	14	94548768	DDX24
cg00793774	10	104403707	TRIM8
cg00795268	11	36294323	C11orf55
cg00795812	2	242802009	PDCD1
cg00796728	11	94276898	FUT4
cg00798206	3	38207110	OXSR1
cg00799727	X	148770167	MAGEA11
cg00800095	X	152224090	PNMA3
cg00804048	17	7210539	EIF5A
cg00804392	4	40198595	RHOH
cg00806490	16	82660873	CDH13
cg00807586	3	38080790	DLEC1
cg00808492	1	120354159	REG4
cg00810473	15	64443709	SNX22
cg00810495	1	84944867	BXDC5
cg00811081	12	48099724	FLJ21908
cg00812502	22	19109875	DGCR2
cg00814580	19	45680969	TRAPPC6A
cg00815440	19	29704028	UQCRFS1
cg00815583	8	28348123	FBXO16
cg00815605	14	74035882	ACOT2
cg00816620	1	185127501	C1orf25
cg00818693	3	180319964	TTC14
cg00818872	1	154540271	CHRNB2
cg00819310	1	116193783	VANGL1
cg00819362	19	36524208	CLIPR-59
cg00819696	12	56843016	TIMELESS
cg00821764	3	124449680	UMPS
cg00822607	16	30582918	ZNF688
cg00823148	2	209012295	CRYGB
cg00824109	12	6716566	CHD4
cg00825031	8	17104503	VPS37A
cg00826384	7	121513065	PTPRZ1
cg00827369	7	73588253	WBSCR1
cg00828602	3	55520834	WNT5A
cg00830029	12	2943902	NRIP2
cg00830393	3	66552063	LRIG1
cg00831028	20	55043745	C20orf43
cg00832517	14	31926792	C14orf126
cg00832994	1	47134286	ATPAF1
cg00833393	9	35731638	CREB3
cg00833777	16	31271642	ITGAM
cg00834796	5	147161924	JAKMIP2
cg00834958	7	100077147	TSC22D4
cg00836605	7	28220047	JAZF1
cg00837103	20	61447268	COL9A3
cg00838150	3	69788442	MITF
cg00839584	2	113542091	IL1A
cg00839802	6	119671238	MAN1A1
cg00840403	16	71560205	CHST4
cg00840516	3	50360097	HYAL2
cg00841581	3	136471162	STAG1
cg00842351	9	71789653	TJP2
cg00845900	7	129931729	CPA4
cg00846036	11	84634126	DLG2
cg00848394	3	52188768	WDR51A
cg00848397	17	34948594	MGC4172
cg00848461	5	176732093	RAB24
cg00848728	1	58716018	DAB1
cg00849368	5	94890411	ARSK
cg00850538	2	36582038	CRIM1
cg00852964	6	133035150	VNN1
cg00853068	17	43298592	FMNL1
cg00854637	16	67840857	TSNAXIP1
cg00854995	5	133512930	SKP1A
cg00856375	2	162164676	PSMD14
cg00858899	11	69455277	CCND1
cg00859193	13	29233011	C13orf12
cg00859655	11	7694524	CYB5R2
cg00861635	16	3285425	ZNF200
cg00862041	X	101967017	GPRASP2
cg00862290	3	178984973	KCNMB3
cg00862770	6	35655764	FKBP5
cg00864867	12	80085268	PAWR
cg00870662	18	78005665	PARD6G
cg00871453	8	124084640	WDR67
cg00873037	8	11626984	NEIL2
cg00873937	10	69991564	ATOH7
cg00874863	X	111924370	LHFPL1
cg00875272	1	47695321	TAL1
cg00876704	19	14544684	PKN1
cg00877887	15	45406654	LOC405753
cg00877964	2	65215638	SLC1A4
cg00881086	3	132441942	NPHP3
cg00881370	19	11348439	LOC55908
cg00882451	16	21222863	ZP2
cg00882832	4	124317983	SPRY1
cg00884221	4	57976915	IGFBP7
cg00884529	7	16685823	BZW2
cg00885506	9	116102792	WDR31
cg00886554	4	56502598	NMU
cg00887101	11	62420578	KIAA1698
cg00887547	12	118811020	TAOK3
cg00887700	12	124118360	EIF2B1
cg00888007	12	4382184	CCND2
cg00888479	20	19193824	SLC24A3
cg00888561	13	52157910	WDFY2
cg00890257	14	100625756	DEGS2
cg00891278	3	126113784	CCDC37
cg00891541	16	68481487	SMPD3
cg00892393	16	1911525	MGC35212
cg00892798	17	47572909	NGFR
cg00893242	7	127291580	SND1
cg00893636	3	37034840	EPM2AIP1
cg00893987	6	42847415	RPL7L1
cg00894577	X	115568692	SLC6A14
cg00895324	21	41238517	PCP4
cg00896220	17	34639327	CCL4L2
cg00897329	6	108616288	LACE1
cg00899086	4	77871294	SEPT11
cg00899641	2	198299586	SF3B1
cg00899659	10	45495971	ZNF22
cg00901493	17	7197375	YBX2
cg00901652	11	10772434	SH2BP1
cg00901683	7	99036756	CPSF4
cg00901704	17	73285325	SLC25A19
cg00901766	19	6279546	MLLT1
cg00902195	12	33592500	SYT10
cg00903242	3	238161	CHL1
cg00903375	7	66460591	SBDS
cg00904483	10	131354873	MGMT
cg00904574	1	45265678	PLK3
cg00905170	8	67341306	RRS1
cg00906183	17	79650926	HGS
cg00908551	11	22646931	FANCF
cg00910067	19	33717545	SLC7A10
cg00910168	12	125474021	DHX37
cg00911351	5	140767255	PCDHGB4
cg00911873	7	18067463	PRPS1L1
cg00912191	5	171709917	DC-UbP
cg00912942	1	11024484	C1orf127
cg00915206	2	171673199	GAD1
cg00915289	1	154946946	CKS1B
cg00916199	5	140019287	PRO1580
cg00916635	1	114414312	PTPN22
cg00917893	3	58419781	PDHB
cg00918005	2	79253210	REG3G
cg00918794	15	64454941	PPIB
cg00919857	15	52043258	TMOD2
cg00920960	X	122993419	BIRC4
cg00922727	6	109415123	SESN1
cg00925229	11	64052547	GPR137
cg00925717	16	23313148	SCNN1B
cg00929606	7	99680280	ZNF3
cg00929855	6	31783364	HSPA1A
cg00930078	1	224301953	FBXO28
cg00930194	5	177423598	PROP1
cg00930873	15	58357973	ALDH1A2
cg00931491	16	28608288	SULT1A2
cg00932276	X	13587976	EGFL6
cg00933411	8	13373090	DLC1
cg00935364	11	394607	PKP3
cg00935388	14	21525319	RNASE8
cg00935430	1	227751290	ZNF678
cg00936626	3	196694856	PIGZ
cg00939965	X	37245294	PRRG1
cg00940278	18	19749504	GATA6
cg00940891	4	1006016	FGFRL1
cg00941229	1	149982400	ZA20D1
cg00941549	X	49966273	AKAP4
cg00943245	5	140867386	PCDHGC5
cg00943909	20	57427942	GNAS
cg00943950	5	133706921	UBE2B
cg00945507	7	54827677	SEC61G
cg00945862	2	74570240	SLC4A5
cg00947019	7	44887958	H2AFV
cg00947275	X	64754953	LAS1L
cg00948500	21	32006706	KRTAP20-2
cg00948524	17	29297757	RNF135
cg00949442	16	2391828	ABCA3
cg00949554	2	181845489	UBE2E3
cg00950418	7	105029125	SRPK2
cg00950621	15	81616341	STARD5
cg00951770	14	24741663	RABGGTA
cg00953256	11	69468875	CCND1
cg00953277	17	74732700	SFRS2
cg00954003	2	85132392	TMSB10
cg00954566	10	102106405	SCD
cg00955230	7	73669205	RFC2
cg00955451	15	29213640	APBA2
cg00958517	16	70473316	ST3GAL2
cg00958560	4	5990039	FLJ46481
cg00960702	19	47759791	CCDC9
cg00962459	2	68871642	PROKR1
cg00962635	X	99986352	SYTL4
cg00962799	X	52651887	SSX8
cg00964109	15	74753785	UBL7
cg00967316	7	113558794	PPP1R3A
cg00968475	X	101975738	BHLHB9
cg00968931	19	3762178	MRPL54
cg00969271	9	117093052	ORM2
cg00969446	7	994666	CENTA1
cg00970325	3	142683176	PAQR9
cg00970385	13	44454294	FLJ38725
cg00971396	3	184081400	POLR2H
cg00973286	12	6451130	TNFRSF1A
cg00973334	12	50561022	LASS5
cg00973677	7	136553595	CHRM2
cg00974864	1	161601053	FCGR3B
cg00976054	17	73042537	ATP5H
cg00977690	X	24167334	ZFX
cg00979348	4	84256345	HPSE
cg00980978	20	44098724	WFDC2
cg00981643	X	153363708	MECP2
cg00983520	22	51017067	CPT1B
cg00983899	11	67290853	CABP2
cg00984602	6	43139692	SRF
cg00986320	5	156695551	CYFIP2
cg00987015	11	62688751	CHRM1
cg00987379	8	28244386	ZNF395
cg00988256	19	11406173	TSPAN16
cg00995065	12	21283725	SLCO1B1
cg00995152	9	124496315	DAB2IP
cg00995327	3	142838847	CHST2
cg00995520	1	111218282	KCNA3
cg00997424	10	99400181	PI4KII
cg01000094	11	18283327	NA
cg01001286	15	81475638	IL16
cg01003992	15	84898831	LOC388152
cg01007201	12	8275205	CLEC4A
cg01009664	3	129693613	TRH
cg01013324	17	7608068	EFNB3
cg01015871	16	56599188	MT4
cg01015879	11	110167749	RDX
cg01017147	1	171810105	DNM3
cg01021485	15	64648224	CSNK1G1
cg01025762	7	107531363	DLD
cg01025842	16	67195069	TRADD
cg01026744	4	89619053	NAP1L5
cg01027739	9	131842738	DOLPP1
cg01027805	14	21566863	ZNF219
cg01029592	17	7493453	SOX15
cg01031251	1	26855423	RPS6KA1
cg01031400	8	23021513	TNFRSF10D
cg01033160	19	33865273	CEBPG
cg01033938	11	130298880	ADAMTS8
cg01035238	2	152213231	TNFAIP6
cg01035422	15	90222555	PLIN
cg01036012	10	95127	TUBB8
cg01036148	1	201951866	RNPEP
cg01036173	9	5437898	C9orf46
cg01036779	19	6768251	SH2D3A
cg01037108	5	137911220	HSPA9B
cg01040062	17	4046467	CYB5D2
cg01040759	2	86116384	ST3GAL5
cg01040850	1	181002669	MR1
cg01041367	8	74888080	TMEM70
cg01043330	11	8191093	RIC3
cg01043831	4	37962205	PTTG2
cg01044662	2	75938360	C2orf3
cg01044722	17	8534126	MYH10
cg01045423	1	92764536	GLMN
cg01046174	2	209130700	PIP5K3
cg01047414	10	13341660	PHYH
cg01048931	7	55639931	ECOP
cg01049530	4	81952008	BMP3
cg01050433	15	41851042	TYRO3
cg01053621	1	161193991	APOA2
cg01055695	9	138452950	PAEP
cg01056155	5	72794294	BTF3
cg01056568	17	9729258	GLP2R
cg01057962	3	187463312	BCL6
cg01058368	5	24645487	CDH10
cg01062029	9	94712909	ROR2
cg01063524	17	49230700	NME1
cg01063813	12	57504948	STAT6
cg01064307	1	207495038	CD55
cg01064957	5	122110867	SNX2
cg01065920	12	95397325	NDUFA12
cg01069256	8	79577942	C8orf70
cg01071811	20	42143080	L3MBTL
cg01072821	8	10382165	UNQ9391
cg01074640	9	21228142	IFNA17
cg01076838	19	55740682	TMEM86B
cg01078276	10	75670677	PLAU
cg01078434	6	29455532	MAS1L
cg01078689	19	43691869	PSG5
cg01078871	14	39901508	FBXO33
cg01079126	X	149861641	MTMR1
cg01080862	X	117861389	IL13RA1
cg01081263	11	9112471	SCUBE2
cg01082679	12	49110799	CCNT1
cg01086868	X	66764531	AR
cg01086895	11	6676515	DCHS1
cg01086978	8	68255088	ARFGEF1
cg01087382	6	91297190	MAP3K7
cg01087710	16	67144175	LIN10
cg01090445	3	49893948	TRAIP
cg01091448	5	34008127	AMACR
cg01091565	15	90294762	MESP1
cg01092036	11	102595300	MMP8
cg01092561	8	9008681	PPP1R3B
cg01095395	3	101039372	IMPG2
cg01095482	1	43765796	TIE1
cg01095590	1	175161785	KIAA0040
cg01097940	12	6982320	SPSB2
cg01100784	16	1756771	MAPK8IP3
cg01100796	1	53662040	CPT2
cg01103730	1	207038704	IL20
cg01103836	19	17212632	MYO9B
cg01104423	7	6098733	EIF2AK1
cg01106788	18	43497533	KIAA1632
cg01107031	19	41859159	TGFB1
cg01107741	17	77006080	CANT1
cg01108476	6	35109383	TCP11
cg01109219	2	33660754	RASGRP3
cg01110312	12	124116920	GTF2H3
cg01110846	16	29937190	KCTD13
cg01112452	X	117958532	ZCCHC12
cg01112778	5	146460987	PPP2R2B
cg01114088	4	5021111	CYTL1
cg01116966	5	133450017	TCF7
cg01117627	14	100150713	CYP46A1
cg01119135	1	207205525	C1orf116
cg01120165	22	50690152	HDAC10
cg01120307	9	91979149	LOC349236
cg01120308	11	85780971	PICALM
cg01120761	12	7903170	CLEC4C
cg01120898	3	190231382	IL1RAP
cg01124420	2	109605518	EDAR
cg01124961	8	28747453	RC74
cg01125463	6	42946178	PEX6
cg01126560	9	139886304	C9orf142
cg01127428	12	102133040	SYCP3
cg01128603	11	65820391	SF3B2
cg01129459	14	60386828	FLJ46156
cg01129847	19	2281919	C19orf35
cg01130192	9	32385002	ACO1
cg01131735	17	39968419	SC65
cg01134491	1	11865789	MTHFR
cg01135200	6	147524578	STXBP5
cg01135626	X	72667095	CDX4
cg01136458	8	4853275	CSMD1
cg01137065	17	80477010	FOXK2
cg01137198	12	111020449	TA-PP2C
cg01137532	10	64133888	ZNF365
cg01137708	4	103423368	NFKB1
cg01137737	16	19533410	MIR16
cg01138020	17	4337094	MGC29671
cg01139059	2	122512988	TSN
cg01139966	1	150669796	GOLPH3L
cg01140782	X	152864413	FAM58A
cg01141769	21	17101987	USP25
cg01143454	20	2795601	C20orf141
cg01144251	19	51514146	KLK9
cg01144286	20	9495596	C20orf103
cg01145389	1	51433840	CDKN2C
cg01145396	2	233403063	CHRNG
cg01146980	5	34930244	DNAJA5
cg01148741	2	96811453	DUSP2
cg01150454	2	95787883	MRPS5
cg01151686	17	33307622	LIG3
cg01151699	22	37099259	CACNG2
cg01152019	2	177015044	HOXD4
cg01152499	1	118148320	FAM46C
cg01154193	1	32670957	IQCC
cg01154537	10	95462167	C10orf4
cg01154775	4	20702329	MGC29898
cg01155039	14	103389814	AMN
cg01160766	17	72199871	RPL38
cg01161216	16	89939448	NULP1
cg01161597	8	120844978	TAF2
cg01161611	2	154801634	GALNT13
cg01166674	7	150725839	ABCB8
cg01168201	17	1958412	HIC1
cg01169610	2	99135471	INPP4A
cg01169624	7	94286936	SGCE
cg01169726	7	96654425	DLX5
cg01169778	9	136038690	GBGT1
cg01171588	4	144106478	USP38
cg01171858	16	31494347	SLC5A2
cg01172484	X	55478539	MAGEH1
cg01172656	10	64893120	NRBF2
cg01172735	1	28586943	SESN2
cg01172899	2	230933751	SLC16A14
cg01172972	1	52608558	ZFYVE9
cg01173186	6	24126221	VMP
cg01173291	15	85144040	ZSCAN2
cg01176271	15	64388259	SNX1
cg01177524	6	11232933	NEDD9
cg01177956	7	150756509	SLC4A2
cg01182585	7	23338735	C7orf30
cg01182697	1	54520432	TMEM59
cg01182873	7	141464291	TAS2R3
cg01183669	1	113162291	ST7L
cg01184449	2	42396170	EML4
cg01184522	1	247495818	ZNF496
cg01185080	15	90543813	ZNF710
cg01185754	1	95006729	F3
cg01186777	19	6531016	TNFSF9
cg01190915	16	56642761	MT2A
cg01191395	17	7530998	SAT2
cg01192900	11	111383668	BTG4
cg01192952	19	40195142	LGALS14
cg01193293	19	51644554	SIGLEC7
cg01194444	1	203054722	MYOG
cg01195014	X	51546668	MAGED1
cg01195053	16	2653274	LOC124216
cg01195127	2	32503081	YIPF4
cg01197831	9	97355941	FBP2
cg01199721	12	120632764	GCN1L1
cg01200060	20	657283	SCRT2
cg01200177	2	128616082	POLR2D
cg01204271	17	7198000	YBX2
cg01204439	7	144533322	TPK1
cg01204985	19	54849738	LILRA4
cg01206472	22	39078311	TOMM22
cg01206970	19	49621187	PPFIA3
cg01211097	16	84732969	USP10
cg01214209	1	38258995	MANEAL
cg01214321	8	26435429	DPYSL2
cg01214847	21	43816086	TMPRSS3
cg01215061	X	89176940	TGIF2LX
cg01216369	3	172859022	SPATA16
cg01220033	9	131419100	WDR34
cg01221484	19	58920079	ZNF584
cg01221637	20	31071944	C20orf112
cg01222684	5	159435961	TTC1
cg01226811	12	21927612	KCNJ8
cg01226883	1	11865642	MTHFR
cg01227519	X	140786745	SPANXD
cg01227741	7	150211179	GIMAP7
cg01228636	10	89621773	PTEN
cg01228667	X	136114207	GPR101
cg01230160	2	234263768	DGKD
cg01231779	14	52535887	NID2
cg01234063	11	126226007	ST3GAL4
cg01234133	17	48279072	COL1A1
cg01236137	5	32585526	SUB1
cg01237132	20	23807958	CST2
cg01240931	5	112074043	APC
cg01241375	9	102861774	INVS
cg01241836	X	48901346	TFE3
cg01242619	8	145049472	PLEC1
cg01243790	2	103379054	FLJ30294
cg01244871	8	87520844	FAM82B
cg01245595	21	47648645	LSS
cg01245656	7	97501918	ASNS
cg01246254	10	124134882	PLEKHA1
cg01246405	11	3876562	STIM1
cg01248426	8	87111155	ATP6V0D2
cg01249910	17	7531244	SAT2
cg01251255	7	72722951	NSUN5
cg01252496	19	17326655	MDS032
cg01253107	9	35102903	STOML2
cg01253545	22	31556314	RNF185
cg01254459	14	53173891	PSMC6
cg01254505	19	17516470	BST2
cg01255349	12	27676697	PPFIBP1
cg01255591	20	42965710	R3HDML
cg01257202	X	153991830	DKC1
cg01259619	1	226925702	ITPKB
cg01260219	11	130299333	ADAMTS8
cg01261503	17	62493599	POLG2
cg01261535	16	4897216	N-PAC
cg01262913	21	38580486	DSCR9
cg01263716	11	2951590	PHLDA2
cg01264826	2	219265245	CTDSP1
cg01265637	20	2795930	C20orf141
cg01267315	1	44870976	C1orf164
cg01269048	6	138527542	KIAA1244
cg01269795	6	26440101	BTN3A3
cg01272601	2	69871685	AAK1
cg01273150	12	109125569	CORO1C
cg01274324	21	33948002	C21orf77
cg01274660	7	100465625	TRIP6
cg01275830	10	104211749	C10orf95
cg01277844	1	154934734	PYGO2
cg01278291	5	176937363	DOK3
cg01278696	4	144434369	SMARCA5
cg01280080	2	216177276	ATIC
cg01281797	1	151138249	LYSMD1
cg01281904	8	54164757	OPRK1
cg01282074	5	172662328	NKX2-5
cg01282432	14	57046857	C14orf101
cg01283289	12	81472177	FLJ21963
cg01284306	21	19190629	C21orf91
cg01284619	19	589411	HCN2
cg01288067	9	36572645	MELK
cg01288089	4	76944785	CXCL10
cg01288598	6	14118227	CD83
cg01289103	17	38821277	KA21
cg01291404	12	48397872	COL2A1
cg01292265	20	2633870	NOL5A
cg01293143	20	62688326	TCEA2
cg01293647	17	37764264	NEUROD2
cg01294695	15	90294640	MESP1
cg01294702	17	74136978	FOXJ1
cg01295203	8	70984199	PRDM14
cg01297972	18	72995553	SDCCAG33
cg01299496	15	34635504	NOLA3
cg01301664	5	52775805	FST
cg01302245	11	128813583	P53AIP1
cg01305421	12	102874286	IGF1
cg01305547	4	1893307	WHSC1
cg01305625	5	131593812	PDLIM4
cg01306510	6	36646540	CDKN1A
cg01307730	6	25726597	HIST1H2AA
cg01308501	3	159706823	IL12A
cg01308601	12	117175828	C12orf49
cg01309152	21	41239771	PCP4
cg01309153	9	136224666	SURF1
cg01309671	X	133941225	RP3-473B4.1
cg01311051	16	30064897	ALDOA
cg01311285	4	177116639	SPATA4
cg01313514	1	228194916	WNT3A
cg01313949	6	159278105	LOC202459
cg01313966	18	47901443	C18orf24
cg01316071	14	95876996	C14orf139
cg01316516	11	18415964	LDHA
cg01316789	20	34252696	RBM12
cg01316819	12	54982281	PPP1R1A
cg01318557	7	73624319	LAT2
cg01320040	21	43430494	ZNF295
cg01320361	6	108279781	SEC63
cg01320507	1	229440351	SPHAR
cg01321151	11	925523	AP2A2
cg01322079	6	166756591	SFT2D1
cg01322134	1	228194448	WNT3A
cg01322897	12	51442056	LETMD1
cg01324261	4	174320378	SCRG1
cg01325515	X	153881679	CTAG2
cg01328164	9	35814704	HINT2
cg01331554	4	76598477	G3BP2
cg01333011	12	28124665	PTHLH
cg01333131	14	103524584	CDC42BPB
cg01333619	11	134094250	VPS26B
cg01333788	1	35220814	GJB5
cg01334437	8	55014655	LYPLA1
cg01335367	12	110172208	C12orf34
cg01337047	18	28897113	DSG1
cg01340005	3	181429460	SOX2
cg01342792	1	212797322	FAM71A
cg01343729	16	30582930	ZNF688
cg01344171	6	43612647	C6orf206
cg01344452	17	54912143	DGKE
cg01344518	16	326728	RGS11
cg01346152	1	12678761	DHRS3
cg01346589	1	17765897	RCC2
cg01346718	22	38713874	CSNK1E
cg01347719	2	74754237	DQX1
cg01348086	5	176785296	RGS14
cg01348757	15	90223301	PLIN
cg01350700	17	79995808	DCXR
cg01351032	16	10971191	CIITA
cg01352108	11	64058878	KCNK4
cg01352882	16	730130	STUB1
cg01353347	X	153285158	IRAK1
cg01353448	7	31726912	C7orf16
cg01354473	7	27204803	HOXA9
cg01355520	2	26468086	HADHA
cg01355739	20	57416888	GNAS
cg01356829	1	67772896	IL12RB2
cg01357116	4	94749496	ATOH1
cg01357263	12	122459509	BCL7A
cg01359534	1	154293651	AQP10
cg01360325	10	105127811	TAF5
cg01360768	11	18548302	TSG101
cg01361446	X	70331315	IL2RG
cg01361777	10	79629102	DLG5
cg01362183	6	149639693	MAP3K7IP2
cg01366407	1	154955991	FLAD1
cg01366419	7	70597091	WBSCR17
cg01367992	1	160766535	LY9
cg01369413	11	5530544	UBQLN3
cg01369850	19	52074588	ZNF175
cg01369981	12	121735610	CAMKK2
cg01371258	6	27440806	ZNF184
cg01371477	1	150207822	ANP32E
cg01372605	12	50505957	C12orf62
cg01372689	17	79670048	MRPL12
cg01373706	11	18720729	TMEM86A
cg01374047	16	3074170	HCFC1R1
cg01375871	16	1305420	TPSD1
cg01375994	X	3261645	MXRA5
cg01376672	12	121790273	ANAPC5
cg01377755	1	147143258	ACP6
cg01377911	19	49568036	NTF5
cg01381846	7	27204785	HOXA9
cg01382363	1	171750382	KIAA0859
cg01385430	1	150039081	VPS45A
cg01386493	8	37824529	ADRB3
cg01389761	3	169482968	TERC
cg01390445	3	185271312	LIPH
cg01395672	17	30677311	ZNF207
cg01399317	8	144810339	FLJ46072
cg01400401	19	4769531	C19orf30
cg01401337	9	96339159	PHF2
cg01401376	6	133563342	EYA4
cg01402045	8	42948717	FLJ23356
cg01402255	1	153800699	GATAD2B
cg01403114	5	64859509	PPWD1
cg01404197	11	113644652	ZW10
cg01404615	4	107958572	DKK2
cg01405107	17	46671635	HOXB5
cg01405761	8	62200689	MGC34646
cg01407244	8	22961007	TNFRSF10C
cg01407341	15	97326798	SPATA8
cg01407797	22	29168514	FLJ33814
cg01408383	X	15353254	PIGA
cg01408558	19	10563212	PDE4A
cg01409734	12	112563185	TRAFD1
cg01410472	8	75896975	CRISPLD1
cg01411954	1	224517830	NVL
cg01412445	15	72978825	BBS4
cg01413314	3	50330115	IFRD2
cg01413516	19	17932328	INSL3
cg01414934	1	26605969	SH3BGRL3
cg01416012	2	160304361	BAZ2B
cg01418124	4	86396096	ARHGAP24
cg01419479	1	182360822	GLUL
cg01419675	2	20646880	RHOB
cg01419679	21	46294237	PTTG1IP
cg01419788	14	93581878	ITPK1
cg01420388	1	11714254	FBXO2
cg01421985	15	31947534	OTUD7
cg01422136	5	132362224	ZCCHC10
cg01422337	19	48752810	CARD8
cg01423840	X	150884213	FATE1
cg01424107	13	28543113	CDX2
cg01425405	17	48072705	DLX3
cg01425670	1	72749015	NEGR1
cg01426743	1	178994243	FAM20B
cg01427567	19	54676748	TMC4
cg01428361	17	48556460	RSAD1
cg01428678	14	66974051	GPHN
cg01429181	1	160231585	WDR42A
cg01429321	5	121413797	LOX
cg01429391	14	23904930	MYH7
cg01429996	9	100819542	NANS
cg01430430	7	75914313	FLJ37078
cg01430807	10	102289786	NDUFB8
cg01431114	6	166076971	PDE10A
cg01432087	11	67242162	FLJ21749
cg01437411	12	7033911	ATN1
cg01438829	17	26646651	TMEM97
cg01439669	5	73936053	ENC1
cg01439983	2	61243993	PEX13
cg01441777	22	38714416	CSNK1E
cg01442426	3	46069366	XCR1
cg01442481	20	32580856	RALY
cg01442799	11	101981050	YAP1
cg01442833	12	109535398	UNG
cg01443067	15	50716755	USP8
cg01443452	19	36024439	GAPDHS
cg01443630	16	1525698	CLCN7
cg01446393	3	58563609	FAM107A
cg01446692	9	14723496	CER1
cg01446983	17	47754976	SPOP
cg01447420	11	61559923	FEN1
cg01447498	1	231664671	TSNAX
cg01447817	2	241630251	AQP12A
cg01449415	16	3184811	ZNF213
cg01449591	5	70320537	BIRC1
cg01450842	2	48796213	SALF
cg01454004	6	74363018	SLC17A5
cg01454134	19	56686707	GALP
cg01457080	14	77278578	ANGEL1
cg01457622	22	22988833	GGTL4
cg01457653	16	67193218	FBXL8
cg01459162	1	17574330	PADI3
cg01459453	1	169599212	SELP
cg01459955	5	304328	AHRR
cg01460479	1	229695091	ABCB10
cg01461641	1	226069919	TMEM63A
cg01462829	4	11430903	HS3ST1
cg01462904	3	47018296	CCDC12
cg01464985	2	27805622	ZNF512
cg01465325	10	50747588	ERCC6
cg01465620	3	38496096	ACVR2B
cg01465641	21	35015683	ITSN1
cg01466020	1	155659194	YY1AP1
cg01466075	3	150264366	SERP1
cg01468621	11	1411609	BRSK2
cg01468868	22	30642653	LIF
cg01469547	11	7847155	OR5P3
cg01470283	20	34542109	SCAND1
cg01471384	4	107957265	DKK2
cg01471713	1	220864279	C1orf115
cg01472101	17	6983991	CLEC10A
cg01473816	11	34535281	ELF5
cg01474260	22	17073884	CESK1
cg01476044	7	141695293	MGAM
cg01478450	10	73079349	SLC29A3
cg01479232	20	748992	C20orf54
cg01481441	12	121125137	KIAA0152
cg01481976	9	116174309	POLE3
cg01482279	17	38083788	ORMDL3
cg01483882	20	33292450	TP53INP2
cg01484156	8	102802615	NCALD
cg01485645	17	36862199	MLLT6
cg01485797	11	810820	RPLP2
cg01485998	1	213123897	FLJ12505
cg01488147	7	94294080	PEG10
cg01489608	16	67979063	LCAT
cg01490535	11	71499006	FLJ10661
cg01491225	5	80597551	ZCCHC9
cg01491540	17	28256424	SSH2
cg01492649	11	86749237	FLJ22104
cg01493303	19	48949047	GRWD1
cg01493517	12	6665447	HOM-TES-103
cg01494593	2	111556249	ACOXL
cg01494864	3	183967233	ALG3
cg01495509	5	169816378	KCNMB1
cg01497501	7	1200135	ZFAND2A
cg01497527	15	65214165	ANKDD1A
cg01497576	15	48413218	SLC24A5
cg01498098	13	23942776	SACS
cg01500097	6	110011156	KIAA0274
cg01500140	19	51890586	LIM2
cg01500421	5	140070872	HARSL
cg01500567	6	44355777	CDC5L
cg01505176	6	31763310	VARS
cg01505590	11	2950632	PHLDA2
cg01507173	2	113816662	IL1F5
cg01508386	1	170501078	SCYL1BP1
cg01510051	19	56879262	ZNF542
cg01511567	11	57103631	SSRP1
cg01512854	5	140480967	PCDHB3
cg01513611	19	5904233	NDUFA11
cg01513661	22	50781987	SAPS2
cg01514487	12	57444047	MYO1A
cg01515426	17	79850075	ANAPC11
cg01515887	11	18269634	SAA2
