gene_symbol	chromosome	start_loc	stop_loc	strand
7SK|18|ENSG00000222174	18	576517	576850	-
7SK|18|ENSG00000222179	18	746774	747082	-
7SK|18|ENSG00000222704	18	773182	773479	-
7SK|19|ENSG00000201967	19	785442	785747	-
7SK|19|ENSG00000222524	19	29854	30169	+
7SK|1|ENSG00000199831	1	455960	456292	-
7SK|1|ENSG00000200674	1	951049	951388	+
7SK|1|ENSG00000201758	1	94607	94917	+
7SK|1|ENSG00000202415	1	100043	100361	+
7SK|1|ENSG00000222069	1	725162	725479	+
7SK|1|ENSG00000222112	1	256454	256752	-
7SK|1|ENSG00000222240	1	422288	422629	-
7SK|1|ENSG00000222397	1	427300	427615	-
7SK|1|ENSG00000222664	1	809237	809527	+
7SK|1|ENSG00000222784	1	698286	698607	+
7SK|1|ENSG00000223026	1	473166	473473	+
7SK|1|ENSG00000223075	1	142116	142433	-
7SK|1|ENSG00000223229	1	579480	579740	-
7SK|1|ENSG00000223282	1	240478	240795	+
7SK|20|ENSG00000199218	20	209607	209899	+
7SK|20|ENSG00000199683	20	324390	324715	-
7SK|20|ENSG00000199691	20	127846	128160	+
7SK|20|ENSG00000199719	20	271992	272300	-
7SK|20|ENSG00000202260	20	522010	522314	-
7SK|20|ENSG00000222281	20	751090	751407	-
7SK|20|ENSG00000222460	20	939676	939995	+
7SK|20|ENSG00000222874	20	686597	686906	+
7SK|20|ENSG00000223128	20	408442	408743	-
7SK|20|ENSG00000223190	20	1429641	1429960	+
7SK|20|ENSG00000223240	20	677908	678221	-
7SK|21|ENSG00000222567	21	556796	557111	+
7SK|22|ENSG00000199876	22	838397	838697	-
7SK|22|ENSG00000200057	22	78580	78880	+
7SK|22|ENSG00000201078	22	802950	803264	-
7SK|22|ENSG00000202058	22	521200	521514	-
7SK|22|ENSG00000222081	22	729403	729673	+
7SK|22|ENSG00000222352	22	234733	235033	-
7SK|22|ENSG00000223056	22	696226	696516	-
7SK|22|ENSG00000223142	22	982137	982464	+
7SK|2|ENSG00000200488	2	396763	397094	-
7SK|2|ENSG00000200708	2	26629	26944	+
7SK|2|ENSG00000200718	2	108044	108363	+
7SK|2|ENSG00000201010	2	943112	943436	+
7SK|2|ENSG00000201875	2	279469	279797	+
7SK|2|ENSG00000202344	2	980502	980825	-
7SK|2|ENSG00000222068	2	975512	975824	-
7SK|2|ENSG00000222376	2	942241	942565	-
7SK|2|ENSG00000222404	2	601227	601578	-
7SK|2|ENSG00000222496	2	600154	600473	+
7SK|2|ENSG00000222616	2	257885	258201	+
7SK|2|ENSG00000222678	2	333799	334117	-
7SK|2|ENSG00000222685	2	84999	85322	-
7SK|2|ENSG00000222714	2	243859	244171	-
7SK|2|ENSG00000222826	2	193795	194124	-
7SK|2|ENSG00000222842	2	396696	396995	-
7SK|2|ENSG00000222845	2	6048	6347	-
7SK|2|ENSG00000223118	2	114713	115027	-
7SK|2|ENSG00000223145	2	427906	428232	-
7SK|3|ENSG00000199319	3	739223	739530	+
7SK|3|ENSG00000200379	3	389272	389582	+
7SK|3|ENSG00000201315	3	689432	689761	+
7SK|3|ENSG00000201600	3	247981	248289	-
7SK|3|ENSG00000222499	3	208792	209136	+
7SK|3|ENSG00000222574	3	513189	513483	+
7SK|3|ENSG00000222583	3	922149	922463	+
7SK|3|ENSG00000222783	3	252435	252762	-
7SK|3|ENSG00000222934	3	292335	292673	+
7SK|3|ENSG00000222942	3	957956	958260	-
7SK|3|ENSG00000223040	3	105624	105895	-
7SK|3|ENSG00000223117	3	471190	471502	+
7SK|3|ENSG00000223141	3	199609	199909	-
7SK|4|ENSG00000199420	4	605066	605393	-
7SK|4|ENSG00000200761	4	64918	65229	-
7SK|4|ENSG00000200867	4	569953	570269	-
7SK|4|ENSG00000201496	4	602724	603046	-
7SK|4|ENSG00000201533	4	53162	53462	-
7SK|4|ENSG00000201640	4	591758	592062	-
7SK|4|ENSG00000201901	4	431955	432282	+
7SK|4|ENSG00000202392	4	454882	455198	+
7SK|4|ENSG00000222257	4	822211	822511	+
7SK|4|ENSG00000222594	4	458722	459032	+
7SK|4|ENSG00000222721	4	930603	930907	+
7SK|4|ENSG00000222859	4	139325	139581	+
7SK|4|ENSG00000223006	4	367396	367704	-
7SK|4|ENSG00000223305	4	668541	668850	-
7SK|5|ENSG00000200161	5	666147	666449	-
7SK|5|ENSG00000200243	5	901291	901575	-
7SK|5|ENSG00000201423	5	779112	779421	-
7SK|5|ENSG00000201715	5	398725	399061	+
7SK|5|ENSG00000202512	5	365822	366126	-
7SK|5|ENSG00000207269	5	272307	272635	+
7SK|5|ENSG00000222102	5	262098	262387	-
7SK|5|ENSG00000222107	5	512282	512589	-
7SK|5|ENSG00000222111	5	326507	326818	+
7SK|5|ENSG00000222212	5	124109	124428	+
7SK|5|ENSG00000222448	5	732982	733296	+
7SK|5|ENSG00000222706	5	277778	278038	+
7SK|5|ENSG00000222712	5	33721	34041	-
7SK|5|ENSG00000222762	5	381795	382068	-
7SK|5|ENSG00000222987	5	841753	842073	+
7SK|5|ENSG00000223007	5	179159	179450	+
7SK|5|ENSG00000223136	5	94205	94508	+
7SK|6|ENSG00000200091	6	360061	360390	-
7SK|6|ENSG00000200198	6	627743	628073	+
7SK|6|ENSG00000200895	6	248110	248429	+
7SK|6|ENSG00000202198	6	381274	381604	+
7SK|6|ENSG00000202241	6	864239	864541	+
7SK|6|ENSG00000202351	6	56474	56783	+
7SK|6|ENSG00000222078	6	569026	569331	-
7SK|6|ENSG00000222445	6	95008	95322	+
7SK|6|ENSG00000222515	6	852139	852453	+
7SK|6|ENSG00000222713	6	360923	361225	+
7SK|6|ENSG00000222764	6	65054	65367	-
7SK|6|ENSG00000223039	6	720772	721087	+
7SK|6|ENSG00000223321	6	915261	915558	-
7SK|7|ENSG00000199475	7	827380	827707	-
7SK|7|ENSG00000199940	7	891576	891893	-
7SK|7|ENSG00000200673	7	863393	863722	-
7SK|7|ENSG00000201066	7	286597	286900	+
7SK|7|ENSG00000201794	7	271984	272296	+
7SK|7|ENSG00000202406	7	626569	626898	+
7SK|7|ENSG00000222154	7	901077	901368	-
7SK|7|ENSG00000222164	7	717447	717745	-
7SK|7|ENSG00000222220	7	613927	614235	+
7SK|7|ENSG00000222386	7	13462	13750	-
7SK|7|ENSG00000222514	7	964880	965169	+
7SK|7|ENSG00000222636	7	251178	251497	+
7SK|7|ENSG00000222974	7	594748	595010	+
7SK|8|ENSG00000199640	8	70228	70564	+
7SK|8|ENSG00000200151	8	804416	804702	+
7SK|8|ENSG00000201782	8	265527	265838	+
7SK|8|ENSG00000201896	8	523372	523687	-
7SK|8|ENSG00000202360	8	177912	178211	+
7SK|8|ENSG00000221399	8	154045	154335	+
7SK|8|ENSG00000222099	8	706649	706939	-
7SK|8|ENSG00000222589	8	976576	976885	-
7SK|8|ENSG00000222630	8	963772	964078	+
7SK|8|ENSG00000222755	8	336006	336308	+
7SK|8|ENSG00000222889	8	749107	749427	+
7SK|8|ENSG00000222898	8	344690	345022	-
7SK|8|ENSG00000223281	8	467601	467918	-
7SK|9|ENSG00000200131	9	232934	233248	+
7SK|9|ENSG00000200966	9	856192	856490	-
7SK|9|ENSG00000201140	9	1056301	1056603	+
7SK|9|ENSG00000201287	9	74335	74637	-
7SK|9|ENSG00000201583	9	578144	578463	+
7SK|9|ENSG00000202217	9	394541	394874	+
7SK|9|ENSG00000222259	9	233783	234061	+
7SK|9|ENSG00000222337	9	559133	559450	+
7SK|9|ENSG00000222413	9	1136168	1136474	+
7SK|9|ENSG00000222452	9	989021	989334	+
7SK|9|ENSG00000222693	9	36685	37008	-
7SK|9|ENSG00000223012	9	81912	82201	-
7SK|X|ENSG00000199622	X	459693	460005	+
7SK|X|ENSG00000199878	X	908194	908529	-
7SK|X|ENSG00000201912	X	741806	742113	+
7SK|X|ENSG00000202473	X	801285	801615	+
7SK|X|ENSG00000222313	X	506866	507150	-
7SK|X|ENSG00000222946	X	477390	477654	-
7SK|X|ENSG00000223260	X	634671	634975	-
7SK|Y|ENSG00000222758	Y	414578	414910	-
A1BG|19|ENSG00000121410	19	648810	657123	-
A1CF|10|ENSG00000148584	10	68245	147358	-
A26C1B|2|ENSG00000196604	2	157197	212884	-
A2BP1|16|ENSG00000078328	16	375434	755182	+
A2LD1|13|ENSG00000134864	13	442183	500710	-
A2ML1|12|ENSG00000166535	12	367560	421789	+
A2M|12|ENSG00000175899	12	597836	661163	-
A3GALT2|1|ENSG00000184389	1	226654	240986	-
A4GALT|22|ENSG00000128274	22	648305	677054	-
A4GNT|3|ENSG00000118017	3	787564	796231	-
AAAS|12|ENSG00000094914	12	956409	970549	-
AACS|12|ENSG00000081760	12	354061	432007	+
AADACL1|3|ENSG00000144959	3	30817	111389	-
AADACL2|3|ENSG00000197953	3	922241	946078	+
AADACL3|1|ENSG00000188984	1	950320	962928	+
AADACL4|1|ENSG00000204518	1	878768	901299	+
AADAC|3|ENSG00000114771	3	2387	16802	+
AADAT|4|ENSG00000109576	4	661136	691135	-
AAK1|2|ENSG00000115977	2	788547	970864	-
AAMP|2|ENSG00000127837	2	7266	13304	-
AANAT|17|ENSG00000129673	17	319091	335856	+
AARS2|6|ENSG00000124608	6	140916	155516	-
AARSD1|17|ENSG00000108825	17	890291	920251	-
AARS|16|ENSG00000090861	16	277086	314201	-
AASDHPPT|11|ENSG00000149313	11	468493	489620	+
AASDH|4|ENSG00000157426	4	485647	534823	-
AASS|7|ENSG00000008311	7	204029	272110	-
AATF|17|ENSG00000108270	17	882340	990335	+
AATK|17|ENSG00000181409	17	573484	622248	-
AB001523.1|21|ENSG00000210051	21	132088	132170	-
AB015752.1|8|ENSG00000209319	8	730529	730724	-
AB019437.1-10|14|ENSG00000211978	14	714235	714668	-
AB019437.1-1|14|ENSG00000211970	14	550031	550468	-
AB019437.1-2|14|ENSG00000211971	14	568646	569104	-
AB019437.1-3|14|ENSG00000213125	14	585931	586230	-
AB019437.1-4|14|ENSG00000211972	14	585938	586388	-
AB019437.1-5|14|ENSG00000211974	14	633726	634169	-
AB019437.1-6|14|ENSG00000211975	14	653837	654298	-
AB019437.1-7|14|ENSG00000211976	14	665837	666298	-
AB019437.1-8|14|ENSG00000211977	14	673581	674036	-
AB019437.1-9|14|ENSG00000213124	14	673583	673876	-
AB019437.56|14|ENSG00000217621	14	594329	595274	-
AB019438.1-10|14|ENSG00000211969	14	538161	538592	-
AB019438.1-11|14|ENSG00000187156	14	393381	406436	+
AB019438.1-1|14|ENSG00000211960	14	381094	381551	-
AB019438.1-2|14|ENSG00000211961	14	417836	418273	-
AB019438.1-3|14|ENSG00000211962	14	421954	422391	-
AB019438.1-4|14|ENSG00000211963	14	429413	429867	-
AB019438.1-5|14|ENSG00000211964	14	448719	449174	-
AB019438.1-6|14|ENSG00000211965	14	467843	468304	-
AB019438.1-7|14|ENSG00000211966	14	489634	490069	-
AB019438.1-8|14|ENSG00000211967	14	503577	504027	-
AB019438.1-9|14|ENSG00000211968	14	533278	533715	-
AB019438.63|14|ENSG00000217696	14	370929	371887	-
AB019438.66|14|ENSG00000219808	14	347232	347372	-
AB019439.1-10|14|ENSG00000211957	14	300228	300681	-
AB019439.1-11|14|ENSG00000211958	14	321312	321763	-
AB019439.1-12|14|ENSG00000211959	14	332524	332962	-
AB019439.1-13|14|ENSG00000214398	14	310807	314274	+
AB019439.1-1|14|ENSG00000211947	14	146578	147031	-
AB019439.1-2|14|ENSG00000211948	14	176186	176383	-
AB019439.1-3|14|ENSG00000211950	14	188049	188486	-
AB019439.1-4|14|ENSG00000211951	14	212556	212999	-
AB019439.1-5|14|ENSG00000211952	14	235418	235852	-
AB019439.1-6|14|ENSG00000211953	14	245910	246363	-
AB019439.1-7|14|ENSG00000211954	14	260114	260551	-
AB019439.1-8|14|ENSG00000211955	14	270627	271080	-
AB019439.1-9|14|ENSG00000211956	14	284499	284931	-
AB019439.68|14|ENSG00000216838	14	198713	199160	-
AB019440.1-10|14|ENSG00000221180	14	118328	118436	+
AB019440.1-1|14|ENSG00000214399	14	34066	82459	-
AB019440.1-2|14|ENSG00000211937	14	949041	949484	-
AB019440.1-3|14|ENSG00000211939	14	993984	994422	-
AB019440.1-4|14|ENSG00000211940	14	7191	7636	-
AB019440.1-5|14|ENSG00000211942	14	41042	41494	-
AB019440.1-6|14|ENSG00000211943	14	65218	65679	-
AB019440.1-7|14|ENSG00000211944	14	76801	77252	-
AB019440.1-8|14|ENSG00000211945	14	96468	96904	-
AB019440.1-9|14|ENSG00000211946	14	122486	122940	-
AB019440.30|14|ENSG00000219203	14	91309	92020	-
AB019441.1-10|14|ENSG00000211928	14	833023	833042	-
AB019441.1-11|14|ENSG00000211929	14	833988	834003	-
AB019441.1-12|14|ENSG00000211930	14	835125	835155	-
AB019441.1-13|14|ENSG00000211931	14	837592	837622	-
AB019441.1-14|14|ENSG00000211932	14	840268	840284	-
AB019441.1-15|14|ENSG00000211933	14	860516	860963	-
AB019441.1-16|14|ENSG00000211934	14	907576	908013	-
AB019441.1-17|14|ENSG00000211935	14	926151	926588	-
AB019441.1-18|14|ENSG00000211936	14	933015	933446	-
AB019441.1-1|14|ENSG00000211919	14	821403	821419	-
AB019441.1-2|14|ENSG00000211920	14	821907	821927	-
AB019441.1-3|14|ENSG00000211921	14	823414	823436	-
AB019441.1-4|14|ENSG00000211922	14	824382	824396	-
AB019441.1-5|14|ENSG00000211923	14	825262	825292	-
AB019441.1-6|14|ENSG00000211924	14	825446	825476	-
AB019441.1-7|14|ENSG00000211925	14	827976	828006	-
AB019441.1-8|14|ENSG00000211926	14	830673	830689	-
AB019441.1-9|14|ENSG00000211927	14	831176	831193	-
AB019441.29|14|ENSG00000217399	14	899521	900142	-
ABAT|16|ENSG00000183044	16	728610	838615	+
ABCA10|17|ENSG00000154263	17	1001	97809	-
ABCA11P|4|ENSG00000215380	4	409224	457918	-
ABCA12|2|ENSG00000144452	2	520239	727113	-
ABCA13|7|ENSG00000179869	7	428575	877823	+
ABCA1|9|ENSG00000165029	9	262390	409543	-
ABCA2|9|ENSG00000107331	9	67799	89487	-
ABCA3|16|ENSG00000167972	16	279112	343980	-
ABCA4|1|ENSG00000198691	1	841964	970281	-
ABCA5|17|ENSG00000154265	17	99645	180143	-
ABCA6|17|ENSG00000154262	17	858227	921395	-
ABCA7|19|ENSG00000064687	19	14819	40127	+
ABCA8|17|ENSG00000141338	17	646813	734913	-
ABCA9|17|ENSG00000154258	17	754154	840516	-
ABCB10|1|ENSG00000135776	1	475764	517876	-
ABCB11|2|ENSG00000073734	2	53047	161432	-
ABCB1|7|ENSG00000085563	7	179283	388905	-
ABCB4|7|ENSG00000005471	7	77701	151390	-
ABCB5|7|ENSG00000004846	7	524673	666475	+
ABCB6|2|ENSG00000115657	2	952905	962084	-
ABCB7|X|ENSG00000131269	X	724744	827767	-
ABCB8|7|ENSG00000197150	7	606464	623564	+
ABCB9|12|ENSG00000150967	12	176293	222504	-
ABCC10|6|ENSG00000124574	6	257373	280245	+
ABCC11|16|ENSG00000121270	16	12508	92992	-
ABCC12|16|ENSG00000140798	16	928571	992368	-
ABCC13|21|ENSG00000215557	21	664938	729153	+
ABCC1|16|ENSG00000103222	16	516110	709607	+
ABCC2|10|ENSG00000023839	10	479419	548497	+
ABCC3|17|ENSG00000108846	17	743081	799915	+
ABCC4|13|ENSG00000125257	13	615137	896741	-
ABCC5|3|ENSG00000114770	3	223121	321122	-
ABCC6P2|16|ENSG00000185061	16	388104	389991	-
ABCC6|16|ENSG00000091262	16	716099	789990	-
ABCC8|11|ENSG00000006071	11	750096	834113	-
ABCC9|12|ENSG00000069431	12	668596	812609	-
ABCD1P4|22|ENSG00000219454	22	248420	251613	+
ABCD1|X|ENSG00000101986	X	558228	578121	+
ABCD2|12|ENSG00000173208	12	284430	351853	-
ABCD3|1|ENSG00000117528	1	268036	368107	+
ABCD4|14|ENSG00000119688	14	717744	735523	-
ABCE1|4|ENSG00000164163	4	521594	553114	+
ABCF1|6|ENSG00000204574	6	571382	591519	+
ABCF2|7|ENSG00000033050	7	785838	805232	-
ABCF3|3|ENSG00000161204	3	489379	497188	+
ABCG1|21|ENSG00000160179	21	315581	413136	+
ABCG2|4|ENSG00000118777	4	617918	686512	-
ABCG4|11|ENSG00000172350	11	722262	735884	+
ABCG5|2|ENSG00000138075	2	39424	65817	-
ABCG8|2|ENSG00000143921	2	65916	105417	+
ABHD10|3|ENSG00000144827	3	686259	700566	+
ABHD11|7|ENSG00000106077	7	143904	146661	-
ABHD12|20|ENSG00000100997	20	289507	385604	-
ABHD13|13|ENSG00000139826	13	350681	366520	+
ABHD14A|3|ENSG00000042022	3	304806	310932	+
ABHD14B|3|ENSG00000114779	3	298256	303799	-
ABHD1|2|ENSG00000143994	2	816617	823638	+
ABHD2|15|ENSG00000140526	15	285721	399859	+
ABHD3|18|ENSG00000158201	18	409540	463408	-
ABHD4|14|ENSG00000100439	14	152932	167042	+
ABHD5|3|ENSG00000011198	3	727716	755632	+
ABHD6|3|ENSG00000163686	3	633119	690269	+
ABHD7|1|ENSG00000172031	1	770235	803761	+
ABHD8|19|ENSG00000127220	19	646975	658316	-
ABHD9|19|ENSG00000105131	19	537862	543362	-
ABI2|2|ENSG00000138443	2	1001	104887	+
ABI3BP|3|ENSG00000154175	3	140729	384862	-
ABI3|17|ENSG00000108798	17	318442	331440	+
ABL1|9|ENSG00000097007	9	611823	785719	+
ABL2|1|ENSG00000143322	1	375163	505233	-
ABLIM1|10|ENSG00000099204	10	252844	506386	-
ABLIM2|4|ENSG00000163995	4	774655	967107	-
ABLIM3|5|ENSG00000173210	5	691460	810405	+
ABO|9|ENSG00000175164	9	159652	179719	-
ABP1|7|ENSG00000002726	7	430488	439294	+
ABRA|8|ENSG00000174429	8	441566	452326	-
ABR|17|ENSG00000159842	17	7404	183775	-
ABT1|6|ENSG00000146109	6	577463	580561	+
ABTB1|3|ENSG00000114626	3	962665	977645	+
ABTB2|11|ENSG00000166016	11	293411	499678	-
AC000003.1|17|ENSG00000221486	17	426258	426372	+
AC000029.17-1|22|ENSG00000209074	22	810017	810287	-
AC000029.17-3|22|ENSG00000221069	22	813907	813997	+
AC000032.7|1|ENSG00000188756	1	120371	161871	+
AC000041.8|22|ENSG00000220855	22	536255	540293	-
AC000059.1|7|ENSG00000213823	7	293875	294537	+
AC000077.2|22|ENSG00000219886	22	1001	3825	-
AC000078.5|22|ENSG00000217984	22	257540	258221	+
AC000081.2|22|ENSG00000216433	22	608556	608852	-
AC000089.3|22|ENSG00000219300	22	162545	163342	+
AC000092.1-1|22|ENSG00000209326	22	735878	736157	+
AC000094.3|22|ENSG00000218211	22	627633	628919	+
AC000110.1|7|ENSG00000216909	7	858023	858606	+
AC000111.4|7|ENSG00000220485	7	125516	125708	+
AC000111.5|7|ENSG00000216672	7	223986	224195	-
AC000120.1-1|7|ENSG00000188693	7	811876	841500	-
AC000362.1|7|ENSG00000216488	7	543370	544181	+
AC000367.1|7|ENSG00000151459	7	431170	432935	-
AC000374.1|7|ENSG00000218344	7	73538	75282	+
AC000403.1|13|ENSG00000118903	13	644392	645027	+
AC001226.1|13|ENSG00000216323	13	701195	706916	+
AC002055.2|22|ENSG00000184319	22	6188	48608	+
AC002056.1|22|ENSG00000213683	22	3770	4535	-
AC002066.2|7|ENSG00000216076	7	932581	932670	-
AC002070.1|12|ENSG00000222647	12	670837	670940	+
AC002073.1-1|22|ENSG00000184726	22	512237	512453	-
AC002073.1-2|22|ENSG00000209392	22	522643	522731	+
AC002076.2|7|ENSG00000213483	7	657202	657725	+
AC002081.1|7|ENSG00000214406	7	581976	696608	-
AC002094.1-1|17|ENSG00000203475	17	491540	491666	+
AC002094.1-2|17|ENSG00000203474	17	491942	492087	-
AC002094.1-3|17|ENSG00000203472	17	509668	509821	-
AC002094.1-4|17|ENSG00000203470	17	514978	515131	+
AC002126.1|19|ENSG00000213999	19	589105	604331	-
AC002331.1|16|ENSG00000221481	16	955853	955924	+
AC002351.2|12|ENSG00000185847	12	659623	660472	+
AC002365.2|X|ENSG00000217357	X	79638	80088	-
AC002366.3|X|ENSG00000217396	X	197691	199359	-
AC002368.1|X|ENSG00000176970	X	149388	150126	+
AC002407.1|X|ENSG00000218210	X	894218	894468	+
AC002407.2|X|ENSG00000216357	X	931889	933363	+
AC002410.2-1|7|ENSG00000210230	7	717508	717745	-
AC002456.2|7|ENSG00000209014	7	268975	269077	-
AC002457.2|7|ENSG00000209318	7	299808	299907	+
AC002458.1|7|ENSG00000220307	7	769344	769763	+
AC002464.1-1|6|ENSG00000208884	6	454629	454860	-
AC002470.17-1|22|ENSG00000209330	22	633661	633730	+
AC002470.17-2|22|ENSG00000206152	22	640550	644830	-
AC002472.14|22|ENSG00000220195	22	752477	757114	+
AC002472.8-1|22|ENSG00000161149	22	696123	701304	-
AC002472.8-2|22|ENSG00000187905	22	732998	749293	+
AC002476.1|X|ENSG00000208769	X	49299	49401	+
AC002480.1-1|7|ENSG00000179460	7	419812	544112	-
AC002480.1-2|7|ENSG00000221549	7	421313	421400	-
AC002485.1|6|ENSG00000221281	6	31145	31219	+
AC002486.2|7|ENSG00000219846	7	498456	499551	+
AC002504.1-1|X|ENSG00000214111	X	336627	337317	+
AC002504.1-2|X|ENSG00000210567	X	367731	368021	-
AC002511.1-1|19|ENSG00000205188	19	406264	417497	+
AC002511.1-2|19|ENSG00000221435	19	382891	382978	+
AC002519.1|16|ENSG00000180663	16	748077	748995	-
AC002523.1|X|ENSG00000220729	X	741448	741897	+
AC002524.1|X|ENSG00000181669	X	107663	108882	+
AC002531.2|Y|ENSG00000217619	Y	654820	656677	-
AC002539.1|17|ENSG00000222953	17	801855	801941	-
AC002542.2|7|ENSG00000220151	7	774274	774466	-
AC002543.1|7|ENSG00000208645	7	496616	496690	-
AC002543.2|7|ENSG00000220331	7	460180	463102	-
AC002553.2-1|17|ENSG00000209666	17	663681	663781	+
AC002553.4|17|ENSG00000219114	17	649019	649358	+
AC002558.1|17|ENSG00000221016	17	224244	224333	+
AC002978.1|12|ENSG00000221259	12	40944	41065	+
AC002979.14|12|ENSG00000221386	12	269776	269875	+
AC002992.1|Y|ENSG00000218070	Y	183878	185090	+
AC002992.1|Y|ENSG00000221636	Y	223651	223758	+
AC002992.2|Y|ENSG00000220234	Y	202068	209746	+
AC002992.3|Y|ENSG00000219090	Y	216355	240651	+
AC003003.4|16|ENSG00000188477	16	130888	154200	+
AC003013.1|X|ENSG00000179418	X	212978	213151	+
AC003042.1|17|ENSG00000198660	17	506466	507206	-
AC003043.1-1|17|ENSG00000210683	17	293820	294013	+
AC003043.1-2|17|ENSG00000182228	17	354824	355021	-
AC003045.1|7|ENSG00000217424	7	77761	78559	-
AC003080.1-1|7|ENSG00000208691	7	291627	291711	-
AC003087.2|7|ENSG00000210311	7	804492	804596	-
AC003087.4|7|ENSG00000219923	7	720606	721122	-
AC003099.1-1|4|ENSG00000211298	4	635142	635449	-
AC003099.1-2|4|ENSG00000211301	4	635455	635700	-
AC003101.1-1|17|ENSG00000210271	17	890036	890329	+
AC003101.1-2|17|ENSG00000210284	17	988251	988372	-
AC003110.1|19|ENSG00000209789	19	645057	645126	+
AC003111.1-1|19|ENSG00000209742	19	618578	618776	+
AC003111.1-2|19|ENSG00000209745	19	618911	619234	+
AC003658.1|X|ENSG00000221278	X	628435	628577	-
AC003662.3|17|ENSG00000185294	17	834953	837128	+
AC003666.1|X|ENSG00000222133	X	431143	431244	-
AC003681.1|22|ENSG00000221736	22	62041	62128	+
AC003684.1-1|X|ENSG00000209102	X	512773	512909	+
AC003684.1-2|X|ENSG00000210252	X	513051	513420	+
AC003685.1|X|ENSG00000205635	X	967630	967983	-
AC003950.1|17|ENSG00000210853	17	589822	589883	+
AC003956.1|19|ENSG00000209740	19	456157	456253	+
AC003958.1|17|ENSG00000220834	17	344613	349876	-
AC003958.5|17|ENSG00000212732	17	261528	267646	+
AC003958.6|17|ENSG00000216950	17	272733	273834	+
AC003968.1|7|ENSG00000221418	7	218843	218914	+
AC003999.3|7|ENSG00000222004	7	547333	556732	+
AC004001.1|7|ENSG00000221558	7	408324	408410	+
AC004017.1-1|19|ENSG00000187568	19	979732	980607	-
AC004017.1-2|19|ENSG00000204636	19	985071	985331	-
AC004019.10|22|ENSG00000217358	22	280334	281465	+
AC004019.16|22|ENSG00000220741	22	380298	380651	-
AC004022.1|7|ENSG00000208955	7	369952	370037	+
AC004034.2|16|ENSG00000209474	16	930896	930967	+
AC004053.1|4|ENSG00000145348	4	678006	948561	-
AC004055.1|4|ENSG00000211308	4	67041	67137	+
AC004066.1-1|4|ENSG00000216425	4	158606	159320	-
AC004066.1-2|4|ENSG00000221554	4	116677	116764	+
AC004073.1-1|X|ENSG00000213695	X	80988	81570	+
AC004073.1-2|X|ENSG00000211376	X	125061	125263	-
AC004073.4|X|ENSG00000219633	X	144485	145423	-
AC004074.1|X|ENSG00000220395	X	946256	946949	+
AC004074.3|X|ENSG00000217206	X	894595	895032	+
AC004074.4|X|ENSG00000218794	X	909118	910180	-
AC004079.1-1|7|ENSG00000214869	7	933200	934371	+
AC004079.1-2|7|ENSG00000213786	7	957618	958113	+
AC004081.1|X|ENSG00000215007	X	658813	660005	-
AC004084.1-1|7|ENSG00000189093	7	764233	770196	-
AC004084.1-2|7|ENSG00000222804	7	796758	796842	-
AC004098.1|17|ENSG00000213326	17	827509	828094	-
AC004112.2-1|7|ENSG00000208679	7	712197	712264	-
AC004112.2-2|7|ENSG00000208671	7	713449	713516	-
AC004128.1-1|7|ENSG00000214343	7	492012	494877	-
AC004129.2-1|7|ENSG00000213798	7	121321	122428	-
AC004142.2-1|7|ENSG00000208706	7	423350	423422	+
AC004142.2-2|7|ENSG00000208701	7	447231	447304	-
AC004147.2|17|ENSG00000210348	17	1107993	1108080	-
AC004148.1|17|ENSG00000215099	17	709806	716168	+
AC004166.12-1|7|ENSG00000217778	7	431691	434143	+
AC004166.12-2|7|ENSG00000184616	7	453287	464044	-
AC004217.1-1|12|ENSG00000213152	12	276181	276992	-
AC004222.1|17|ENSG00000210267	17	680296	680364	+
AC004223.1-1|17|ENSG00000210362	17	896858	896963	-
AC004223.1-2|17|ENSG00000213510	17	919209	919476	+
AC004241.2|12|ENSG00000111405	12	202464	218286	-
AC004258.1|19|ENSG00000118050	19	250223	253930	+
AC004381.1-1|16|ENSG00000209754	16	567394	567464	-
AC004381.1-2|16|ENSG00000209758	16	567465	567520	-
AC004381.1-3|16|ENSG00000209026	16	668551	668643	+
AC004381.6|16|ENSG00000005189	16	651608	694771	+
AC004383.1|X|ENSG00000208602	X	254995	255134	-
AC004383.3|X|ENSG00000217445	X	251416	251704	+
AC004386.1-1|X|ENSG00000211368	X	914079	914374	-
AC004386.1-2|X|ENSG00000215107	X	869374	888534	+
AC004386.3|X|ENSG00000218077	X	14183	14330	-
AC004386.4|X|ENSG00000217370	X	47595	48355	-
AC004409.1|X|ENSG00000203952	X	964583	973314	+
AC004410.1|19|ENSG00000005206	19	303332	329802	+
AC004448.3-1|17|ENSG00000189343	17	35760	36642	-
AC004448.3-2|17|ENSG00000209809	17	42016	42581	+
AC004449.1|19|ENSG00000196614	19	595371	598309	-
AC004453.1|7|ENSG00000146677	7	606086	606596	+
AC004455.2-1|7|ENSG00000210589	7	346005	346109	-
AC004455.2-2|7|ENSG00000181211	7	256139	301430	+
AC004460.1-1|15|ENSG00000210187	15	220033	220200	+
AC004460.1-2|15|ENSG00000203289	15	136132	189116	+
AC004460.1-3|15|ENSG00000103832	15	217177	221549	+
AC004460.1-4|15|ENSG00000221379	15	221123	221205	+
AC004461.4|22|ENSG00000214155	22	425917	426610	+
AC004471.2|22|ENSG00000182490	22	501093	502582	-
